Species	M00003;M00020;M00025;M00037;M00040;M00052;M00079;M00081;M00117;M00120;M00344;M00549;M00550;M00790;M00823;M00842;M00843;M00855;M00892;M00921	EventOccured
node848_	7.0;2.0;0.0;0.0;0.0;3.0;0.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0;2.0;1.0	0
node848_	7.0;2.0;0.0;0.0;0.0;3.0;0.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0;2.0;1.0	0
node837_	7.0;2.0;0.0;0.0;0.0;3.0;0.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0;2.0;1.0	0
node837_	7.0;2.0;0.0;0.0;0.0;3.0;0.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0;2.0;1.0	0
node841_	7.0;2.0;0.0;0.0;0.0;3.0;0.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0;2.0;1.0	0
node841_	7.0;2.0;0.0;0.0;0.0;3.0;0.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0;2.0;1.0	0
node844_	7.0;2.0;0.0;0.0;0.0;3.0;0.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0;2.0;1.0	0
node844_	7.0;2.0;0.0;0.0;0.0;3.0;0.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0;2.0;1.0	0
node842_	7.0;2.0;0.0;0.0;0.0;3.0;0.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0;2.0;1.0	0
node842_	7.0;2.0;0.0;0.0;0.0;3.0;0.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0;2.0;1.0	0
node843_	7.0;2.0;0.0;0.0;0.0;3.0;0.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0;2.0;1.0	0
node843_	7.0;2.0;0.0;0.0;0.0;3.0;0.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0;2.0;1.0	0
node838_	7.0;2.0;0.0;0.0;0.0;3.0;0.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0;2.0;1.0	0
node838_	7.0;2.0;0.0;0.0;0.0;3.0;0.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0;2.0;1.0	0
node839_	7.0;2.0;0.0;0.0;0.0;3.0;0.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0;2.0;1.0	0
node839_	7.0;2.0;0.0;0.0;0.0;3.0;0.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0;2.0;1.0	0
node840_	7.0;2.0;0.0;0.0;0.0;3.0;0.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0;2.0;1.0	0
node840_	7.0;2.0;0.0;0.0;0.0;3.0;0.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0;2.0;1.0	0
node818_	6.0;2.0;1.0;0.0;1.0;3.0;0.0;0.0;1.0;0.5;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.5;0.5	0
node818_	6.0;2.0;1.0;0.0;1.0;3.0;0.0;0.0;1.0;0.5;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.5;0.5	0
node807_	6.0;1.5;1.0;0.0;1.0;3.0;0.0;0.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;0.0	0
node807_	6.0;1.5;1.0;0.0;1.0;3.0;0.0;0.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;0.0	0
node815_	6.0;1.0;1.0;0.0;1.0;3.0;0.0;0.0;0.0;1.0;0.0;2.0;1.0;0.0;0.0;1.0;1.0;1.0;2.0;0.0	0
node815_	6.0;1.0;1.0;0.0;1.0;3.0;0.0;0.0;0.0;1.0;0.0;2.0;1.0;0.0;0.0;1.0;1.0;1.0;2.0;0.0	0
node816_	6.0;1.0;1.0;0.0;1.0;3.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0	0
node816_	6.0;1.0;1.0;0.0;1.0;3.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0	0
node808_	6.0;1.5;1.0;0.0;1.0;3.0;0.0;0.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;0.0	0
node808_	6.0;1.5;1.0;0.0;1.0;3.0;0.0;0.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;0.0	0
node812_	6.0;1.0;1.0;0.0;1.0;3.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;2.0;0.0	0
node812_	6.0;1.0;1.0;0.0;1.0;3.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;2.0;0.0	0
node813_	6.0;1.0;1.0;0.0;1.0;3.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;2.0;0.0	0
node813_	6.0;1.0;1.0;0.0;1.0;3.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;2.0;0.0	0
node814_	6.0;1.0;1.0;0.0;1.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0	0
node814_	6.0;1.0;1.0;0.0;1.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0	0
node809_	6.0;1.5;1.0;0.0;1.0;3.0;0.0;0.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;0.0	0
node809_	6.0;1.5;1.0;0.0;1.0;3.0;0.0;0.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;0.0	0
node810_	6.0;2.0;1.0;0.0;1.0;3.0;0.0;0.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;0.0	0
node810_	6.0;2.0;1.0;0.0;1.0;3.0;0.0;0.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;0.0	0
node811_	6.0;2.0;1.0;0.0;1.0;3.0;0.0;0.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;0.0	0
node811_	6.0;2.0;1.0;0.0;1.0;3.0;0.0;0.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;0.0	0
node778_	6.0;2.0;1.0;0.0;1.0;2.0;0.0;0.0;0.5;1.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;1.0	0
node778_	6.0;2.0;1.0;0.0;1.0;2.0;0.0;0.0;0.5;1.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;1.0	0
node804_	6.0;2.0;1.0;0.0;1.0;2.0;1.0;0.0;0.0;2.0;0.0;1.5;0.0;0.0;0.0;0.0;0.0;0.5;1.5;1.0	0
node804_	6.0;2.0;1.0;0.0;1.0;2.0;1.0;0.0;0.0;2.0;0.0;1.5;0.0;0.0;0.0;0.0;0.0;0.5;1.5;1.0	0
node805_	6.0;2.0;1.0;0.0;1.0;2.0;1.0;0.0;0.0;2.0;0.0;1.0;0.5;0.0;0.0;0.0;0.0;0.0;1.0;1.0	0
node805_	6.0;2.0;1.0;0.0;1.0;2.0;1.0;0.0;0.0;2.0;0.0;1.0;0.5;0.0;0.0;0.0;0.0;0.0;1.0;1.0	0
node779_	6.5;2.0;1.0;0.0;1.0;2.0;0.0;0.0;0.5;1.0;0.5;2.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;1.0	0
node779_	6.5;2.0;1.0;0.0;1.0;2.0;0.0;0.0;0.5;1.0;0.5;2.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;1.0	0
node785_	7.0;2.0;1.0;0.0;1.0;2.0;0.0;0.0;0.0;1.0;1.0;1.5;0.0;0.0;0.0;0.0;0.0;0.5;2.0;0.5	0
node785_	7.0;2.0;1.0;0.0;1.0;2.0;0.0;0.0;0.0;1.0;1.0;1.5;0.0;0.0;0.0;0.0;0.0;0.5;2.0;0.5	0
node786_	7.0;2.0;0.5;0.0;0.5;2.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0	0
node786_	7.0;2.0;0.5;0.0;0.5;2.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0	0
node787_	7.0;2.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0	0
node787_	7.0;2.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0	0
node788_	7.0;1.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0	0
node788_	7.0;1.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0	0
node802_	7.0;1.0;0.5;0.0;0.5;2.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0	0
node802_	7.0;1.0;0.5;0.0;0.5;2.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0	0
node803_	8.0;2.0;1.0;0.0;1.0;2.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0	0
node803_	8.0;2.0;1.0;0.0;1.0;2.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0	0
node789_	7.0;1.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0	0
node789_	7.0;1.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0	0
node790_	7.0;1.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0	0
node790_	7.0;1.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0	0
node791_	7.0;1.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0	0
node791_	7.0;1.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0	0
node792_	8.0;1.0;1.0;0.0;1.0;2.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0	0
node792_	8.0;1.0;1.0;0.0;1.0;2.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0	0
node793_	8.0;1.0;1.0;0.0;1.0;2.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0	0
node793_	8.0;1.0;1.0;0.0;1.0;2.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0	0
node794_	7.0;1.0;1.0;0.0;1.0;2.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0	0
node794_	7.0;1.0;1.0;0.0;1.0;2.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0	0
node795_	7.0;1.0;1.0;0.0;1.0;2.0;0.0;0.0;0.0;0.5;1.0;0.0;0.0;0.0;0.0;0.5;0.5;1.0;1.0;0.0	0
node795_	7.0;1.0;1.0;0.0;1.0;2.0;0.0;0.0;0.0;0.5;1.0;0.0;0.0;0.0;0.0;0.5;0.5;1.0;1.0;0.0	0
node800_	6.0;1.0;1.0;0.0;1.0;2.0;0.0;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.5;0.5;1.0;1.0;0.0	0
node800_	6.0;1.0;1.0;0.0;1.0;2.0;0.0;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.5;0.5;1.0;1.0;0.0	0
node801_	6.0;1.0;1.0;0.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;2.0;1.0;0.0	0
node801_	6.0;1.0;1.0;0.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;2.0;1.0;0.0	0
node796_	7.0;1.0;1.0;0.0;1.0;2.0;0.0;0.0;0.0;0.5;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.5;1.0;0.0	0
node796_	7.0;1.0;1.0;0.0;1.0;2.0;0.0;0.0;0.0;0.5;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.5;1.0;0.0	0
node799_	7.0;1.0;1.0;0.0;1.0;2.0;0.0;0.0;0.0;0.5;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.5;1.0;0.0	0
node799_	7.0;1.0;1.0;0.0;1.0;2.0;0.0;0.0;0.0;0.5;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.5;1.0;0.0	0
node797_	7.0;1.0;1.0;0.0;1.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0	0
node797_	7.0;1.0;1.0;0.0;1.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0	0
node798_	7.0;1.0;1.0;0.0;1.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0	0
node798_	7.0;1.0;1.0;0.0;1.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0	0
node780_	6.5;2.0;1.0;0.0;1.0;2.0;0.0;0.0;0.5;0.5;0.5;2.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;0.5	0
node780_	6.5;2.0;1.0;0.0;1.0;2.0;0.0;0.0;0.5;0.5;0.5;2.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;0.5	0
node781_	6.5;1.0;1.5;0.0;1.0;2.0;0.0;0.0;1.0;0.0;0.5;1.5;0.0;0.0;0.0;0.0;0.0;1.0;1.5;0.0	0
node781_	6.5;1.0;1.5;0.0;1.0;2.0;0.0;0.0;1.0;0.0;0.5;1.5;0.0;0.0;0.0;0.0;0.0;1.0;1.5;0.0	0
node782_	6.5;1.0;1.5;0.0;1.0;2.0;0.0;0.0;1.0;0.0;0.5;1.5;0.0;0.0;0.0;0.0;0.0;1.0;1.5;0.0	0
node782_	6.5;1.0;1.5;0.0;1.0;2.0;0.0;0.0;1.0;0.0;0.5;1.5;0.0;0.0;0.0;0.0;0.0;1.0;1.5;0.0	0
node783_	6.5;1.0;1.5;0.0;1.0;2.0;0.0;0.0;1.0;0.0;0.5;1.5;0.0;0.0;0.0;0.0;0.0;1.0;1.5;0.0	1
node783_	6.5;1.0;1.5;0.0;1.0;2.0;0.0;0.0;1.0;0.0;0.5;1.5;0.0;0.0;0.0;0.0;0.0;1.0;1.5;0.0	0
node679_	6.0;2.0;0.0;0.0;0.0;3.0;0.0;0.0;1.0;1.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;1.0	0
node679_	6.0;2.0;0.0;0.0;0.0;3.0;0.0;0.0;1.0;1.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;1.0	0
node767_	6.0;2.0;0.0;0.0;0.0;3.0;0.0;0.0;1.0;1.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;1.0	0
node767_	6.0;2.0;0.0;0.0;0.0;3.0;0.0;0.0;1.0;1.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;1.0	0
node776_	6.0;1.5;0.0;0.0;0.0;3.0;0.0;0.0;1.0;1.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;1.0	0
node776_	6.0;1.5;0.0;0.0;0.0;3.0;0.0;0.0;1.0;1.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;1.0	0
node768_	6.0;2.0;0.0;0.0;0.0;3.0;0.0;0.0;1.0;1.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;1.0	0
node768_	6.0;2.0;0.0;0.0;0.0;3.0;0.0;0.0;1.0;1.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;1.0	0
node771_	6.0;2.0;0.5;0.0;0.5;2.5;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0	0
node771_	6.0;2.0;0.5;0.0;0.5;2.5;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0	0
node772_	6.0;2.0;1.0;0.0;1.0;3.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0	0
node772_	6.0;2.0;1.0;0.0;1.0;3.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0	0
node773_	6.0;2.0;1.0;0.0;1.0;3.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.5;2.0;1.0	0
node773_	6.0;2.0;1.0;0.0;1.0;3.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.5;2.0;1.0	0
node774_	6.0;2.0;1.0;0.0;1.0;3.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.5;0.5;1.5;2.0;1.0	0
node774_	6.0;2.0;1.0;0.0;1.0;3.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.5;0.5;1.5;2.0;1.0	0
node775_	6.0;2.0;1.0;0.0;1.0;3.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;2.0;1.0	0
node775_	6.0;2.0;1.0;0.0;1.0;3.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;2.0;1.0	0
node769_	6.0;2.0;0.0;0.0;0.0;3.0;0.0;0.0;1.0;0.5;0.0;2.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;1.0	0
node769_	6.0;2.0;0.0;0.0;0.0;3.0;0.0;0.0;1.0;0.5;0.0;2.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;1.0	0
node770_	6.0;2.0;0.0;0.0;0.0;3.0;0.0;0.0;1.0;0.5;0.0;1.5;0.0;0.0;0.0;0.0;0.0;1.0;1.5;1.0	0
node770_	6.0;2.0;0.0;0.0;0.0;3.0;0.0;0.0;1.0;0.5;0.0;1.5;0.0;0.0;0.0;0.0;0.0;1.0;1.5;1.0	0
node680_	6.0;2.0;0.0;0.0;0.0;3.0;0.0;0.0;1.0;1.0;0.0;1.5;0.0;0.0;0.0;0.0;0.0;1.0;2.0;1.0	0
node680_	6.0;2.0;0.0;0.0;0.0;3.0;0.0;0.0;1.0;1.0;0.0;1.5;0.0;0.0;0.0;0.0;0.0;1.0;2.0;1.0	0
node744_	6.0;2.0;0.0;0.0;0.0;2.5;0.5;0.0;1.0;1.0;0.0;1.5;0.0;0.0;0.0;0.0;0.0;1.0;2.0;0.5	0
node744_	6.0;2.0;0.0;0.0;0.0;2.5;0.5;0.0;1.0;1.0;0.0;1.5;0.0;0.0;0.0;0.0;0.0;1.0;2.0;0.5	0
node745_	6.0;1.5;0.0;0.0;0.0;2.5;0.0;0.0;1.0;1.0;0.0;1.5;0.0;0.0;0.0;0.0;0.0;1.0;2.0;0.5	0
node745_	6.0;1.5;0.0;0.0;0.0;2.5;0.0;0.0;1.0;1.0;0.0;1.5;0.0;0.0;0.0;0.0;0.0;1.0;2.0;0.5	0
node763_	7.5;1.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;1.0;2.5;0.0;0.0;0.0;0.0;2.0;2.0;0.0	0
node763_	7.5;1.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;1.0;2.5;0.0;0.0;0.0;0.0;2.0;2.0;0.0	0
node764_	7.5;1.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;1.0;2.5;0.0;0.0;0.0;0.0;2.0;2.0;0.0	0
node764_	7.5;1.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;1.0;2.5;0.0;0.0;0.0;0.0;2.0;2.0;0.0	0
node766_	7.5;1.0;0.0;0.0;0.0;2.0;0.0;0.0;0.5;0.0;0.0;1.0;2.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0	0
node766_	7.5;1.0;0.0;0.0;0.0;2.0;0.0;0.0;0.5;0.0;0.0;1.0;2.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0	0
node765_	7.5;1.0;0.0;0.0;0.0;2.0;0.5;0.0;0.0;0.0;0.0;1.0;2.5;0.0;0.0;0.0;0.0;2.0;2.0;0.0	0
node765_	7.5;1.0;0.0;0.0;0.0;2.0;0.5;0.0;0.0;0.0;0.0;1.0;2.5;0.0;0.0;0.0;0.0;2.0;2.0;0.0	0
node746_	6.5;1.0;0.0;0.0;0.0;3.0;0.0;0.0;2.0;1.5;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;2.0;0.0	0
node746_	6.5;1.0;0.0;0.0;0.0;3.0;0.0;0.0;2.0;1.5;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;2.0;0.0	0
node757_	7.0;1.0;0.0;0.0;0.0;3.0;0.0;0.0;2.0;1.5;0.0;1.0;0.0;0.0;0.0;1.5;1.5;1.0;2.0;0.0	0
node757_	7.0;1.0;0.0;0.0;0.0;3.0;0.0;0.0;2.0;1.5;0.0;1.0;0.0;0.0;0.0;1.5;1.5;1.0;2.0;0.0	0
node760_	6.5;1.0;0.0;0.0;0.0;3.0;0.5;0.0;2.0;1.0;0.0;1.0;0.0;0.0;0.0;1.5;1.5;1.0;2.0;0.0	0
node760_	6.5;1.0;0.0;0.0;0.0;3.0;0.5;0.0;2.0;1.0;0.0;1.0;0.0;0.0;0.0;1.5;1.5;1.0;2.0;0.0	0
node761_	5.0;1.0;0.0;0.0;0.0;3.0;1.0;0.0;2.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;2.0;0.0	0
node761_	5.0;1.0;0.0;0.0;0.0;3.0;1.0;0.0;2.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;2.0;0.0	0
node762_	5.0;1.0;0.0;0.0;0.0;3.0;1.0;0.0;2.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;2.0;0.0	0
node762_	5.0;1.0;0.0;0.0;0.0;3.0;1.0;0.0;2.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;2.0;0.0	0
node758_	7.0;1.0;0.0;0.0;0.0;3.0;0.0;0.0;2.0;2.0;0.0;1.0;0.0;0.0;0.0;2.0;2.0;1.0;2.0;0.0	0
node758_	7.0;1.0;0.0;0.0;0.0;3.0;0.0;0.0;2.0;2.0;0.0;1.0;0.0;0.0;0.0;2.0;2.0;1.0;2.0;0.0	0
node759_	7.0;1.0;0.0;0.0;0.0;3.0;0.0;0.0;2.0;2.0;0.0;1.0;0.0;0.0;0.0;2.0;2.0;1.0;2.0;0.0	0
node759_	7.0;1.0;0.0;0.0;0.0;3.0;0.0;0.0;2.0;2.0;0.0;1.0;0.0;0.0;0.0;2.0;2.0;1.0;2.0;0.0	0
node747_	6.0;1.0;0.0;0.0;0.0;3.0;0.0;0.0;3.0;2.0;0.0;1.0;0.0;0.0;0.0;1.5;1.5;1.5;2.0;0.0	0
node747_	6.0;1.0;0.0;0.0;0.0;3.0;0.0;0.0;3.0;2.0;0.0;1.0;0.0;0.0;0.0;1.5;1.5;1.5;2.0;0.0	0
node755_	6.0;1.0;0.0;0.0;0.0;3.0;0.0;0.0;3.0;1.5;0.0;1.0;0.0;0.0;0.0;2.0;2.0;1.5;2.0;0.0	0
node755_	6.0;1.0;0.0;0.0;0.0;3.0;0.0;0.0;3.0;1.5;0.0;1.0;0.0;0.0;0.0;2.0;2.0;1.5;2.0;0.0	0
node756_	6.0;1.0;0.0;0.0;0.0;3.0;0.0;0.0;3.0;2.0;0.0;1.0;0.0;0.0;0.0;2.0;2.0;1.5;2.0;0.0	0
node756_	6.0;1.0;0.0;0.0;0.0;3.0;0.0;0.0;3.0;2.0;0.0;1.0;0.0;0.0;0.0;2.0;2.0;1.5;2.0;0.0	0
node748_	6.0;1.0;0.0;0.0;0.0;3.0;0.0;0.0;3.0;2.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;2.0;2.0;0.0	0
node748_	6.0;1.0;0.0;0.0;0.0;3.0;0.0;0.0;3.0;2.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;2.0;2.0;0.0	0
node749_	6.0;1.0;0.0;0.0;0.0;3.0;0.0;0.0;3.0;2.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;2.0;2.0;0.0	0
node749_	6.0;1.0;0.0;0.0;0.0;3.0;0.0;0.0;3.0;2.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;2.0;2.0;0.0	0
node753_	6.0;1.0;0.0;0.0;0.0;3.0;0.0;0.0;3.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;2.0;2.0;0.0	0
node753_	6.0;1.0;0.0;0.0;0.0;3.0;0.0;0.0;3.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;2.0;2.0;0.0	0
node754_	6.0;1.0;0.0;0.0;0.0;3.0;0.0;0.0;3.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;2.0;2.0;0.0	0
node754_	6.0;1.0;0.0;0.0;0.0;3.0;0.0;0.0;3.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;2.0;2.0;0.0	0
node750_	6.0;1.0;0.0;0.0;0.0;3.0;0.0;0.0;3.0;2.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;2.0;2.0;0.0	0
node750_	6.0;1.0;0.0;0.0;0.0;3.0;0.0;0.0;3.0;2.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;2.0;2.0;0.0	0
node752_	6.0;1.0;0.0;0.0;0.0;3.0;0.0;0.0;3.0;2.0;0.0;1.0;0.0;0.0;0.0;2.0;2.0;2.0;2.0;0.0	0
