Species	md:M00543;path:map00073;path:map00440;path:map00563;path:map00984	EventOccured
untitled_14318	0.0;0.0;10.0;0.0;2.0	0
untitled_14316	0.0;0.0;7.0;0.0;1.0	0
untitled_14316	0.0;0.0;7.0;0.0;1.0	0
untitled_14315	0.0;0.0;7.0;0.0;0.0	0
untitled_14315	0.0;0.0;7.0;0.0;0.0	0
untitled_14313	0.0;0.0;7.0;0.0;8.0	0
untitled_14313	0.0;0.0;7.0;0.0;8.0	0
untitled_14312	0.0;0.0;7.0;0.0;8.0	0
untitled_14312	0.0;0.0;7.0;0.0;8.0	0
untitled_14311	0.0;0.0;7.0;0.0;1.0	0
untitled_14311	0.0;0.0;7.0;0.0;1.0	0
untitled_14310	0.0;0.0;7.0;0.0;8.0	0
untitled_14310	0.0;0.0;7.0;0.0;8.0	0
untitled_14305	0.0;0.0;7.0;0.0;8.0	0
untitled_14305	0.0;0.0;7.0;0.0;8.0	0
untitled_14304	0.0;0.0;7.0;0.0;8.0	0
untitled_14304	0.0;0.0;7.0;0.0;8.0	0
untitled_14302	0.0;0.0;7.0;0.0;12.0	0
untitled_14302	0.0;0.0;7.0;0.0;12.0	0
untitled_14301	0.0;0.0;7.0;0.0;1.0	0
untitled_14301	0.0;0.0;7.0;0.0;1.0	0
untitled_14300	0.0;0.0;7.0;0.0;12.0	0
untitled_14300	0.0;0.0;7.0;0.0;12.0	0
untitled_14298	0.0;0.0;7.0;0.0;12.0	0
untitled_14298	0.0;0.0;7.0;0.0;12.0	0
untitled_14294	0.0;0.0;7.0;0.0;12.0	0
untitled_14294	0.0;0.0;7.0;0.0;12.0	0
untitled_14293	0.0;0.0;7.0;0.0;12.0	0
untitled_14293	0.0;0.0;7.0;0.0;12.0	0
untitled_14289	0.0;0.0;7.0;0.0;12.0	0
untitled_14289	0.0;0.0;7.0;0.0;12.0	0
untitled_14288	0.0;0.0;7.0;0.0;11.0	0
untitled_14288	0.0;0.0;7.0;0.0;11.0	0
untitled_14287	0.0;0.0;7.0;0.0;1.0	0
untitled_14287	0.0;0.0;7.0;0.0;1.0	0
untitled_14264	0.0;0.0;10.0;0.0;1.0	0
untitled_14264	0.0;0.0;10.0;0.0;1.0	0
untitled_14250	0.0;0.0;12.0;0.0;1.0	0
untitled_14250	0.0;0.0;12.0;0.0;1.0	0
untitled_14246	0.0;0.0;11.0;0.0;1.0	0
untitled_14246	0.0;0.0;11.0;0.0;1.0	0
untitled_14242	0.0;0.0;12.0;0.0;1.0	0
untitled_14242	0.0;0.0;12.0;0.0;1.0	0
untitled_14239	0.0;0.0;9.0;0.0;1.0	0
untitled_14239	0.0;0.0;9.0;0.0;1.0	0
untitled_14236	0.0;0.0;9.0;0.0;1.0	0
untitled_14236	0.0;0.0;9.0;0.0;1.0	0
untitled_14235	0.0;0.0;9.0;0.0;1.0	0
untitled_14235	0.0;0.0;9.0;0.0;1.0	0
untitled_14232	0.0;0.0;12.0;0.0;1.0	0
untitled_14232	0.0;0.0;12.0;0.0;1.0	0
untitled_14224	0.0;0.0;12.0;0.0;1.0	0
untitled_14224	0.0;0.0;12.0;0.0;1.0	0
untitled_14222	0.0;0.0;11.0;0.0;1.0	0
untitled_14222	0.0;0.0;11.0;0.0;1.0	0
untitled_14218	0.0;0.0;11.0;0.0;1.0	0
untitled_14218	0.0;0.0;11.0;0.0;1.0	0
Paraburkholderia_A	0.0;0.0;10.0;0.0;1.0	0
Paraburkholderia_A	0.0;0.0;10.0;0.0;1.0	0
untitled_14260	0.0;0.0;10.0;0.0;1.0	0
untitled_14260	0.0;0.0;10.0;0.0;1.0	0
untitled_14257	0.0;0.0;10.0;0.0;1.0	0
untitled_14257	0.0;0.0;10.0;0.0;1.0	0
untitled_14256	0.0;0.0;10.0;0.0;1.0	0
untitled_14256	0.0;0.0;10.0;0.0;1.0	0
Pandoraea	0.0;0.0;10.0;0.0;0.0	0
Pandoraea	0.0;0.0;10.0;0.0;0.0	0
untitled_14387	0.0;0.0;10.0;0.0;0.0	0
untitled_14387	0.0;0.0;10.0;0.0;0.0	0
untitled_14385	0.0;0.0;10.0;0.0;0.0	0
untitled_14385	0.0;0.0;10.0;0.0;0.0	0
untitled_14383	0.0;0.0;10.0;0.0;0.0	0
untitled_14383	0.0;0.0;10.0;0.0;0.0	0
untitled_14379	0.0;0.0;10.0;0.0;0.0	0
untitled_14379	0.0;0.0;10.0;0.0;0.0	0
untitled_14378	0.0;0.0;10.0;0.0;1.0	0
untitled_14378	0.0;0.0;10.0;0.0;1.0	0
untitled_14377	0.0;0.0;10.0;0.0;1.0	0
untitled_14377	0.0;0.0;10.0;0.0;1.0	0
untitled_14375	0.0;0.0;10.0;0.0;1.0	0
untitled_14375	0.0;0.0;10.0;0.0;1.0	0
untitled_14851	0.0;0.0;5.0;0.0;0.0	0
untitled_14851	0.0;0.0;5.0;0.0;0.0	0
untitled_14849	0.0;0.0;2.0;0.0;0.0	0
untitled_14849	0.0;0.0;2.0;0.0;0.0	0
untitled_14845	0.0;0.0;5.0;0.0;0.0	0
untitled_14845	0.0;0.0;5.0;0.0;0.0	0
untitled_14844	0.0;0.0;5.0;0.0;0.0	0
untitled_14844	0.0;0.0;5.0;0.0;0.0	0
untitled_14841	0.0;0.0;5.0;0.0;0.0	0
untitled_14841	0.0;0.0;5.0;0.0;0.0	0
untitled_14840	0.0;0.0;5.0;0.0;0.0	0
untitled_14840	0.0;0.0;5.0;0.0;0.0	0
untitled_14839	0.0;0.0;3.0;0.0;0.0	0
untitled_14839	0.0;0.0;3.0;0.0;0.0	0
untitled_14838	0.0;0.0;3.0;0.0;0.0	0
untitled_14838	0.0;0.0;3.0;0.0;0.0	0
untitled_14832	0.0;0.0;5.0;0.0;0.0	0
untitled_14832	0.0;0.0;5.0;0.0;0.0	0
untitled_14818	0.0;0.0;2.0;0.0;0.0	0
untitled_14818	0.0;0.0;2.0;0.0;0.0	0
untitled_14815	0.0;0.0;2.0;0.0;0.0	0
untitled_14815	0.0;0.0;2.0;0.0;0.0	0
untitled_14809	0.0;0.0;2.0;0.0;0.0	0
untitled_14809	0.0;0.0;2.0;0.0;0.0	0
untitled_14806	0.0;0.0;2.0;0.0;0.0	0
untitled_14806	0.0;0.0;2.0;0.0;0.0	0
untitled_14805	0.0;0.0;2.0;0.0;1.0	0
untitled_14805	0.0;0.0;2.0;0.0;1.0	0
untitled_14792	0.0;0.0;5.0;0.0;0.0	0
untitled_14792	0.0;0.0;5.0;0.0;0.0	0
untitled_14791	0.0;0.0;5.0;0.0;0.0	0
untitled_14791	0.0;0.0;5.0;0.0;0.0	0
untitled_14789	0.0;0.0;2.0;0.0;0.0	0
untitled_14789	0.0;0.0;2.0;0.0;0.0	0
32-67-11	0.0;0.0;0.0;0.0;0.0	0
32-67-11	0.0;0.0;0.0;0.0;0.0	0
untitled_14779	0.0;0.0;2.0;0.0;0.0	0
untitled_14779	0.0;0.0;2.0;0.0;0.0	0
untitled_14777	0.0;0.0;2.0;0.0;0.0	0
untitled_14777	0.0;0.0;2.0;0.0;0.0	0
untitled_14766	0.0;0.0;6.0;0.0;0.0	0
untitled_14766	0.0;0.0;6.0;0.0;0.0	0
untitled_14761	0.0;0.0;2.0;0.0;0.0	0
untitled_14761	0.0;0.0;2.0;0.0;0.0	0
Ottowia	0.0;0.0;2.0;0.0;0.0	0
Ottowia	0.0;0.0;2.0;0.0;0.0	0
untitled_14757	0.0;0.0;9.0;0.0;0.0	0
untitled_14757	0.0;0.0;9.0;0.0;0.0	0
untitled_14756	0.0;0.0;8.0;0.0;0.0	0
untitled_14756	0.0;0.0;8.0;0.0;0.0	0
untitled_14740	0.0;0.0;8.0;0.0;0.0	0
untitled_14740	0.0;0.0;8.0;0.0;0.0	0
untitled_14734	0.0;0.0;9.0;0.0;0.0	0
untitled_14734	0.0;0.0;9.0;0.0;0.0	0
untitled_14722	0.0;0.0;9.0;0.0;0.0	0
untitled_14722	0.0;0.0;9.0;0.0;0.0	0
untitled_14718	0.0;0.0;9.0;0.0;0.0	0
untitled_14718	0.0;0.0;9.0;0.0;0.0	0
untitled_14636	0.0;0.0;7.0;0.0;0.0	0
untitled_14636	0.0;0.0;7.0;0.0;0.0	0
untitled_14631	0.0;0.0;7.0;0.0;0.0	0
untitled_14631	0.0;0.0;7.0;0.0;0.0	0
untitled_14630	0.0;0.0;7.0;0.0;0.0	0
untitled_14630	0.0;0.0;7.0;0.0;0.0	0
untitled_14625	0.0;0.0;7.0;0.0;0.0	0
untitled_14625	0.0;0.0;7.0;0.0;0.0	0
untitled_14618	0.0;0.0;5.0;0.0;0.0	0
untitled_14618	0.0;0.0;5.0;0.0;0.0	0
untitled_14607	0.0;0.0;4.0;0.0;0.0	0
untitled_14607	0.0;0.0;4.0;0.0;0.0	0
untitled_14601	0.0;0.0;4.0;0.0;0.0	0
untitled_14601	0.0;0.0;4.0;0.0;0.0	0
untitled_14594	0.0;0.0;4.0;0.0;1.0	0
untitled_14594	0.0;0.0;4.0;0.0;1.0	0
untitled_14580	0.0;0.0;2.0;0.0;1.0	0
untitled_14580	0.0;0.0;2.0;0.0;1.0	0
untitled_14577	0.0;0.0;3.0;0.0;2.0	0
untitled_14577	0.0;0.0;3.0;0.0;2.0	0
Delftia	0.0;0.0;3.0;0.0;1.0	0
Delftia	0.0;0.0;3.0;0.0;1.0	0
untitled_14573	0.0;0.0;3.0;0.0;12.0	0
untitled_14573	0.0;0.0;3.0;0.0;12.0	0
untitled_14593	0.0;0.0;4.0;0.0;1.0	0
untitled_14593	0.0;0.0;4.0;0.0;1.0	0
untitled_14585	0.0;0.0;2.0;0.0;1.0	0
untitled_14585	0.0;0.0;2.0;0.0;1.0	0
untitled_14717	0.0;0.0;9.0;0.0;0.0	0
untitled_14717	0.0;0.0;9.0;0.0;0.0	0
untitled_14715	0.0;0.0;6.0;0.0;0.0	0
untitled_14715	0.0;0.0;6.0;0.0;0.0	0
untitled_14706	0.0;0.0;4.0;0.0;0.0	0
untitled_14706	0.0;0.0;4.0;0.0;0.0	0
untitled_14694	0.0;0.0;9.0;0.0;0.0	0
untitled_14694	0.0;0.0;9.0;0.0;0.0	0
untitled_14688	0.0;0.0;6.0;0.0;0.0	0
untitled_14688	0.0;0.0;6.0;0.0;0.0	0
Rhodoferax	0.0;0.0;6.0;0.0;0.0	0
Rhodoferax	0.0;0.0;6.0;0.0;0.0	0
untitled_14652	0.0;0.0;5.0;0.0;0.0	0
untitled_14652	0.0;0.0;5.0;0.0;0.0	0
untitled_14216	0.0;0.0;0.0;0.0;0.0	0
untitled_14216	0.0;0.0;0.0;0.0;0.0	0
untitled_14202	0.0;0.0;0.0;0.0;0.0	0
untitled_14202	0.0;0.0;0.0;0.0;0.0	0
untitled_14201	0.0;0.0;0.0;0.0;0.0	0
untitled_14201	0.0;0.0;0.0;0.0;0.0	0
untitled_14200	0.0;0.0;0.0;0.0;0.0	0
untitled_14200	0.0;0.0;0.0;0.0;0.0	0
untitled_14196	0.0;0.0;0.0;0.0;0.0	0
untitled_14196	0.0;0.0;0.0;0.0;0.0	0
untitled_14185	0.0;0.0;0.0;0.0;0.0	0
untitled_14185	0.0;0.0;0.0;0.0;0.0	0
untitled_14174	0.0;0.0;0.0;0.0;0.0	0
untitled_14174	0.0;0.0;0.0;0.0;0.0	0
Nitrosococcales	0.0;0.0;0.0;0.0;0.0	0
Nitrosococcales	0.0;0.0;0.0;0.0;0.0	0
untitled_14157	0.0;0.0;0.0;0.0;0.0	0
untitled_14157	0.0;0.0;0.0;0.0;0.0	0
Nitrosococcaceae	0.0;0.0;1.0;0.0;0.0	0
Nitrosococcaceae	0.0;0.0;1.0;0.0;0.0	0
Nitrosococcus	0.0;0.0;4.0;0.0;0.0	0
Nitrosococcus	0.0;0.0;4.0;0.0;0.0	0
untitled_14168	0.0;0.0;4.0;0.0;0.0	0
untitled_14168	0.0;0.0;4.0;0.0;0.0	0
untitled_14152	0.0;0.0;0.0;0.0;0.0	0
untitled_14152	0.0;0.0;0.0;0.0;0.0	0
untitled_14122	0.0;0.0;0.0;0.0;0.0	0
untitled_14122	0.0;0.0;0.0;0.0;0.0	0
untitled_14104	0.0;0.0;0.0;0.0;0.0	0
untitled_14104	0.0;0.0;0.0;0.0;0.0	0
untitled_14099	0.0;0.0;0.0;0.0;0.0	0
untitled_14099	0.0;0.0;0.0;0.0;0.0	0
untitled_14093	0.0;0.0;0.0;0.0;1.0	0
untitled_14093	0.0;0.0;0.0;0.0;1.0	0
Methylomicrobium_A	0.0;0.0;0.0;0.0;1.0	0
Methylomicrobium_A	0.0;0.0;0.0;0.0;1.0	0
Chromatiales	0.0;0.0;0.0;0.0;0.0	0
Chromatiales	0.0;0.0;0.0;0.0;0.0	0
untitled_14148	0.0;0.0;0.0;0.0;0.0	0
untitled_14148	0.0;0.0;0.0;0.0;0.0	0
untitled_14146	0.0;0.0;0.0;0.0;0.0	0
untitled_14146	0.0;0.0;0.0;0.0;0.0	0
untitled_14144	0.0;0.0;0.0;0.0;1.0	0
untitled_14144	0.0;0.0;0.0;0.0;1.0	0
untitled_14140	0.0;0.0;0.0;0.0;1.0	0
untitled_14140	0.0;0.0;0.0;0.0;1.0	0
Sedimenticolaceae	0.0;0.0;0.0;0.0;0.0	0
Sedimenticolaceae	0.0;0.0;0.0;0.0;0.0	0
untitled_14134	0.0;0.0;0.0;0.0;0.0	0
untitled_14134	0.0;0.0;0.0;0.0;0.0	0
untitled_14072	0.0;0.0;0.0;0.0;0.0	0
untitled_14072	0.0;0.0;0.0;0.0;0.0	0
untitled_14071	0.0;0.0;0.0;0.0;0.0	0
untitled_14071	0.0;0.0;0.0;0.0;0.0	0
untitled_14064	0.0;0.0;0.0;0.0;0.0	0
untitled_14064	0.0;0.0;0.0;0.0;0.0	0
Halothiobacillus	0.0;0.0;0.0;0.0;0.0	0
Halothiobacillus	0.0;0.0;0.0;0.0;0.0	0
Ectothiorhodospirales	0.0;0.0;0.0;0.0;0.0	0
Ectothiorhodospirales	0.0;0.0;0.0;0.0;0.0	0
untitled_14048	0.0;0.0;0.0;0.0;0.0	0
untitled_14048	0.0;0.0;0.0;0.0;0.0	0
Ectothiorhodospiraceae	0.0;0.0;0.0;0.0;0.0	0
Ectothiorhodospiraceae	0.0;0.0;0.0;0.0;0.0	0
untitled_14040	0.0;0.0;0.0;0.0;0.0	0
untitled_14040	0.0;0.0;0.0;0.0;0.0	0
Thioalkalivibrionaceae	0.0;0.0;0.0;0.0;0.0	0
Thioalkalivibrionaceae	0.0;0.0;0.0;0.0;0.0	0
untitled_14037	0.0;0.0;0.0;0.0;0.0	0
untitled_14037	0.0;0.0;0.0;0.0;0.0	0
Thioalkalivibrio_B	0.0;0.0;2.0;0.0;0.0	0
Thioalkalivibrio_B	0.0;0.0;2.0;0.0;0.0	0
untitled_14024	0.0;0.0;0.0;0.0;0.0	0
untitled_14024	0.0;0.0;0.0;0.0;0.0	0
untitled_14022	0.0;0.0;0.0;0.0;0.0	0
untitled_14022	0.0;0.0;0.0;0.0;0.0	0
Spiribacter	0.0;0.0;0.0;0.0;0.0	0
Spiribacter	0.0;0.0;0.0;0.0;0.0	0
Halorhodospiraceae	0.0;0.0;0.0;0.0;0.0	0
Halorhodospiraceae	0.0;0.0;0.0;0.0;0.0	0
Halorhodospira	0.0;0.0;0.0;0.0;0.0	0
Halorhodospira	0.0;0.0;0.0;0.0;0.0	0
untitled_14018	0.0;0.0;0.0;0.0;0.0	0
untitled_14018	0.0;0.0;0.0;0.0;0.0	0
untitled_14017	0.0;0.0;0.0;0.0;0.0	0
untitled_14017	0.0;0.0;0.0;0.0;0.0	0
untitled_13998	0.0;0.0;0.0;0.0;0.0	0
untitled_13998	0.0;0.0;0.0;0.0;0.0	0
Xanthomonadales	0.0;0.0;0.0;0.0;0.0	0
Xanthomonadales	0.0;0.0;0.0;0.0;0.0	0
untitled_13968	0.0;0.0;2.0;0.0;0.0	0
untitled_13968	0.0;0.0;2.0;0.0;0.0	0
untitled_13965	0.0;0.0;2.0;0.0;0.0	0
untitled_13965	0.0;0.0;2.0;0.0;0.0	0
untitled_13898	0.0;0.0;3.0;0.0;0.0	0
untitled_13898	0.0;0.0;3.0;0.0;0.0	0
untitled_13897	0.0;0.0;3.0;0.0;0.0	0
untitled_13897	0.0;0.0;3.0;0.0;0.0	0
untitled_13895	0.0;0.0;3.0;0.0;0.0	0
untitled_13895	0.0;0.0;3.0;0.0;0.0	0
untitled_13875	0.0;0.0;3.0;0.0;0.0	0
untitled_13875	0.0;0.0;3.0;0.0;0.0	0
untitled_13863	0.0;0.0;4.0;0.0;0.0	0
untitled_13863	0.0;0.0;4.0;0.0;0.0	0
untitled_13859	0.0;0.0;4.0;0.0;0.0	0
untitled_13859	0.0;0.0;4.0;0.0;0.0	0
untitled_13857	0.0;0.0;4.0;0.0;0.0	0
untitled_13857	0.0;0.0;4.0;0.0;0.0	0
untitled_13855	0.0;0.0;3.0;0.0;0.0	0
untitled_13855	0.0;0.0;3.0;0.0;0.0	0
untitled_13851	0.0;0.0;3.0;0.0;0.0	0
untitled_13851	0.0;0.0;3.0;0.0;0.0	0
untitled_13837	0.0;0.0;3.0;0.0;0.0	0
untitled_13837	0.0;0.0;3.0;0.0;0.0	0
untitled_13836	0.0;0.0;2.0;0.0;0.0	0
untitled_13836	0.0;0.0;2.0;0.0;0.0	0
Xylella	0.0;0.0;0.0;0.0;0.0	0
Xylella	0.0;0.0;0.0;0.0;0.0	0
untitled_13833	0.0;0.0;2.0;0.0;0.0	0
untitled_13833	0.0;0.0;2.0;0.0;0.0	0
untitled_13826	0.0;0.0;2.0;0.0;0.0	0
untitled_13826	0.0;0.0;2.0;0.0;0.0	0
untitled_13825	0.0;0.0;2.0;0.0;0.0	0
untitled_13825	0.0;0.0;2.0;0.0;0.0	0
untitled_13824	0.0;0.0;2.0;0.0;0.0	0
untitled_13824	0.0;0.0;2.0;0.0;0.0	0
untitled_13823	0.0;0.0;2.0;0.0;0.0	0
untitled_13823	0.0;0.0;2.0;0.0;0.0	0
untitled_13815	0.0;0.0;2.0;0.0;0.0	0
untitled_13815	0.0;0.0;2.0;0.0;0.0	0
untitled_13802	0.0;0.0;2.0;0.0;0.0	0
untitled_13802	0.0;0.0;2.0;0.0;0.0	0
untitled_13801	0.0;0.0;2.0;0.0;0.0	0
untitled_13801	0.0;0.0;2.0;0.0;0.0	0
untitled_13800	0.0;0.0;2.0;0.0;0.0	0
untitled_13800	0.0;0.0;2.0;0.0;0.0	0
untitled_13799	0.0;0.0;2.0;0.0;0.0	0
untitled_13799	0.0;0.0;2.0;0.0;0.0	0
untitled_13798	0.0;0.0;2.0;0.0;0.0	0
untitled_13798	0.0;0.0;2.0;0.0;0.0	0
Xanthomonas_A	0.0;0.0;2.0;0.0;0.0	0
Xanthomonas_A	0.0;0.0;2.0;0.0;0.0	0
untitled_13831	0.0;0.0;2.0;0.0;0.0	0
untitled_13831	0.0;0.0;2.0;0.0;0.0	0
untitled_13830	0.0;0.0;2.0;0.0;0.0	0
untitled_13830	0.0;0.0;2.0;0.0;0.0	0
Stenotrophomonas	0.0;0.0;3.0;0.0;0.0	0
Stenotrophomonas	0.0;0.0;3.0;0.0;0.0	0
untitled_13781	0.0;0.0;3.0;0.0;0.0	0
untitled_13781	0.0;0.0;3.0;0.0;0.0	0
untitled_13772	0.0;0.0;3.0;0.0;0.0	0
untitled_13772	0.0;0.0;3.0;0.0;0.0	0
Rhodanobacteraceae	0.0;0.0;2.0;0.0;0.0	0
Rhodanobacteraceae	0.0;0.0;2.0;0.0;0.0	0
untitled_13958	0.0;0.0;2.0;0.0;0.0	0
untitled_13958	0.0;0.0;2.0;0.0;0.0	0
untitled_13952	0.0;0.0;2.0;0.0;0.0	0
untitled_13952	0.0;0.0;2.0;0.0;0.0	0
untitled_13951	0.0;0.0;2.0;0.0;0.0	0
untitled_13951	0.0;0.0;2.0;0.0;0.0	0
untitled_13944	0.0;0.0;2.0;0.0;0.0	0
untitled_13944	0.0;0.0;2.0;0.0;0.0	0
untitled_13941	0.0;0.0;2.0;0.0;0.0	0
untitled_13941	0.0;0.0;2.0;0.0;0.0	0
untitled_13939	0.0;0.0;2.0;0.0;0.0	0
untitled_13939	0.0;0.0;2.0;0.0;0.0	0
untitled_13735	0.0;0.0;0.0;0.0;0.0	0
untitled_13735	0.0;0.0;0.0;0.0;0.0	0
untitled_13734	0.0;0.0;0.0;0.0;0.0	0
untitled_13734	0.0;0.0;0.0;0.0;0.0	0
Cardiobacteriaceae	0.0;0.0;0.0;0.0;0.0	0
Cardiobacteriaceae	0.0;0.0;0.0;0.0;0.0	0
Thiomicrospirales	0.0;0.0;0.0;0.0;0.0	0
Thiomicrospirales	0.0;0.0;0.0;0.0;0.0	0
Thiomicrospiraceae	0.0;0.0;0.0;0.0;0.0	0
Thiomicrospiraceae	0.0;0.0;0.0;0.0;0.0	0
untitled_13710	0.0;0.0;0.0;0.0;0.0	0
untitled_13710	0.0;0.0;0.0;0.0;0.0	0
Thioglobaceae	0.0;0.0;0.0;0.0;0.0	0
Thioglobaceae	0.0;0.0;0.0;0.0;0.0	0
untitled_13719	0.0;0.0;0.0;0.0;0.0	0
untitled_13719	0.0;0.0;0.0;0.0;0.0	0
untitled_13715	0.0;0.0;0.0;0.0;0.0	0
untitled_13715	0.0;0.0;0.0;0.0;0.0	0
untitled_13713	0.0;0.0;0.0;0.0;0.0	0
untitled_13713	0.0;0.0;0.0;0.0;0.0	0
untitled_13693	0.0;0.0;0.0;0.0;0.0	0
untitled_13693	0.0;0.0;0.0;0.0;0.0	0
untitled_13692	0.0;0.0;0.0;0.0;0.0	0
untitled_13692	0.0;0.0;0.0;0.0;0.0	0
untitled_13690	0.0;0.0;0.0;0.0;0.0	0
untitled_13690	0.0;0.0;0.0;0.0;0.0	0
untitled_13688	0.0;0.0;0.0;0.0;0.0	0
untitled_13688	0.0;0.0;0.0;0.0;0.0	0
Evansiales	0.0;0.0;0.0;0.0;0.0	0
Evansiales	0.0;0.0;0.0;0.0;0.0	0
untitled_13685	0.0;0.0;0.0;0.0;0.0	0
untitled_13685	0.0;0.0;0.0;0.0;0.0	0
untitled_13684	0.0;0.0;0.0;0.0;0.0	0
untitled_13684	0.0;0.0;0.0;0.0;0.0	0
untitled_13683	0.0;0.0;0.0;0.0;0.0	0
untitled_13683	0.0;0.0;0.0;0.0;0.0	0
Francisella	0.0;0.0;0.0;0.0;4.0	0
Francisella	0.0;0.0;0.0;0.0;4.0	0
untitled_13682	0.0;0.0;0.0;0.0;4.0	0
untitled_13682	0.0;0.0;0.0;0.0;4.0	0
untitled_13681	0.0;0.0;0.0;0.0;0.0	0
untitled_13681	0.0;0.0;0.0;0.0;0.0	0
untitled_13680	0.0;0.0;0.0;0.0;4.0	0
untitled_13680	0.0;0.0;0.0;0.0;4.0	0
untitled_13679	0.0;0.0;0.0;0.0;4.0	0
untitled_13679	0.0;0.0;0.0;0.0;4.0	0
untitled_13678	0.0;0.0;0.0;0.0;4.0	0
untitled_13678	0.0;0.0;0.0;0.0;4.0	0
untitled_13677	0.0;0.0;0.0;0.0;0.0	0
untitled_13677	0.0;0.0;0.0;0.0;0.0	0
untitled_13676	0.0;0.0;0.0;0.0;0.0	0
untitled_13676	0.0;0.0;0.0;0.0;0.0	0
untitled_13675	0.0;0.0;0.0;0.0;0.0	0
untitled_13675	0.0;0.0;0.0;0.0;0.0	0
untitled_13673	0.0;0.0;0.0;0.0;0.0	0
untitled_13673	0.0;0.0;0.0;0.0;0.0	0
Coxiella	0.0;0.0;0.0;0.0;0.0	0
Coxiella	0.0;0.0;0.0;0.0;0.0	0
untitled_13667	0.0;0.0;0.0;0.0;0.0	0
untitled_13667	0.0;0.0;0.0;0.0;0.0	0
Legionellales	0.0;0.0;0.0;0.0;0.0	0
Legionellales	0.0;0.0;0.0;0.0;0.0	0
untitled_13639	0.0;0.0;0.0;0.0;0.0	0
untitled_13639	0.0;0.0;0.0;0.0;0.0	0
untitled_13635	0.0;0.0;0.0;0.0;0.0	0
untitled_13635	0.0;0.0;0.0;0.0;0.0	0
untitled_13634	0.0;0.0;0.0;0.0;0.0	0
untitled_13634	0.0;0.0;0.0;0.0;0.0	0
Tatlockia	0.0;0.0;0.0;0.0;0.0	0
Tatlockia	0.0;0.0;0.0;0.0;0.0	0
untitled_13627	0.0;0.0;2.0;0.0;0.0	0
untitled_13627	0.0;0.0;2.0;0.0;0.0	0
untitled_13624	0.0;0.0;2.0;0.0;0.0	0
untitled_13624	0.0;0.0;2.0;0.0;0.0	0
untitled_13626	0.0;0.0;2.0;0.0;0.0	0
untitled_13626	0.0;0.0;2.0;0.0;0.0	0
untitled_13615	0.0;0.0;0.0;0.0;0.0	0
untitled_13615	0.0;0.0;0.0;0.0;0.0	0
untitled_13614	0.0;0.0;0.0;0.0;0.0	0
untitled_13614	0.0;0.0;0.0;0.0;0.0	0
untitled_13596	0.0;0.0;0.0;0.0;0.0	0
untitled_13596	0.0;0.0;0.0;0.0;0.0	0
untitled_13613	0.0;0.0;0.0;0.0;0.0	0
untitled_13613	0.0;0.0;0.0;0.0;0.0	0
untitled_13585	0.0;0.0;0.0;0.0;0.0	0
untitled_13585	0.0;0.0;0.0;0.0;0.0	0
Enterobacterales	0.0;0.0;0.0;0.0;0.0	0
Enterobacterales	0.0;0.0;0.0;0.0;0.0	0
Kangiella	0.0;0.0;0.0;0.0;0.0	0
Kangiella	0.0;0.0;0.0;0.0;0.0	0
untitled_13580	0.0;0.0;1.0;0.0;0.0	0
untitled_13580	0.0;0.0;1.0;0.0;0.0	0
untitled_13578	0.0;0.0;0.0;0.0;0.0	0
untitled_13578	0.0;0.0;0.0;0.0;0.0	0
untitled_13557	0.0;0.0;2.0;0.0;0.0	0
untitled_13557	0.0;0.0;2.0;0.0;0.0	0
untitled_13556	0.0;0.0;2.0;0.0;0.0	0
untitled_13556	0.0;0.0;2.0;0.0;0.0	0
Shewanellaceae	0.0;0.0;2.0;0.0;0.0	0
Shewanellaceae	0.0;0.0;2.0;0.0;0.0	0
Shewanella	0.0;0.0;2.0;0.0;0.0	0
Shewanella	0.0;0.0;2.0;0.0;0.0	0
untitled_13542	0.0;0.0;0.0;0.0;0.0	0
untitled_13542	0.0;0.0;0.0;0.0;0.0	0
untitled_13541	0.0;0.0;0.0;0.0;0.0	0
untitled_13541	0.0;0.0;0.0;0.0;0.0	0
untitled_13537	0.0;0.0;0.0;0.0;0.0	0
untitled_13537	0.0;0.0;0.0;0.0;0.0	0
untitled_13535	0.0;0.0;0.0;0.0;0.0	0
untitled_13535	0.0;0.0;0.0;0.0;0.0	0
untitled_13534	0.0;0.0;0.0;0.0;0.0	0
untitled_13534	0.0;0.0;0.0;0.0;0.0	0
untitled_13531	0.0;0.0;0.0;0.0;11.0	0
untitled_13531	0.0;0.0;0.0;0.0;11.0	0
untitled_13530	0.0;0.0;0.0;0.0;0.0	0
untitled_13530	0.0;0.0;0.0;0.0;0.0	0
untitled_13529	0.0;0.0;0.0;0.0;0.0	0
untitled_13529	0.0;0.0;0.0;0.0;0.0	0
untitled_13527	0.0;0.0;0.0;0.0;0.0	0
untitled_13527	0.0;0.0;0.0;0.0;0.0	0
untitled_13525	0.0;0.0;0.0;0.0;0.0	0
untitled_13525	0.0;0.0;0.0;0.0;0.0	0
untitled_13524	0.0;0.0;0.0;0.0;0.0	0
untitled_13524	0.0;0.0;0.0;0.0;0.0	0
untitled_13520	0.0;0.0;0.0;0.0;0.0	0
untitled_13520	0.0;0.0;0.0;0.0;0.0	0
untitled_13516	0.0;0.0;0.0;0.0;0.0	0
untitled_13516	0.0;0.0;0.0;0.0;0.0	0
untitled_13508	0.0;0.0;0.0;0.0;0.0	0
